number,value,datetime_start,datetime_complete,duration,params_C,params_gamma,params_kernel,params_mask_number,params_rsi_window,params_so_smooth,params_so_window,params_srsi_smooth1,params_srsi_smooth2,params_srsi_window,params_tsi_window_fast,params_tsi_window_slow,params_ult_weight_1,params_ult_weight_2,params_ult_weight_3,params_ult_window_1,params_ult_window_2,params_ult_window_3,params_williams_lbp,state
7892,0.5929369437606513,2024-04-11 18:35:26.536780,2024-04-11 18:35:28.062187,0 days 00:00:01.525407,28.85230187029515,8.507304750541419,sigmoid,8,,25.0,33.0,,,,,,,,,,,,,COMPLETE
7893,0.3793651330245766,2024-04-11 18:35:28.065186,2024-04-11 18:35:30.124453,0 days 00:00:02.059267,98.269329842384,7.669533237151064,sigmoid,57,8.0,21.0,28.0,1.0,2.0,6.0,,,,,,,,,94.0,COMPLETE
7894,0.37850024505799706,2024-04-11 18:35:30.127435,2024-04-11 18:35:32.350517,0 days 00:00:02.223082,99.96372573335616,8.204870273694443,sigmoid,14,,26.0,31.0,,,,5.0,42.0,4.594931670659183,3.252252038987684,0.9790271680279456,19.0,50.0,61.0,,COMPLETE
7895,0.510282579714579,2024-04-11 18:35:32.353522,2024-04-11 18:35:34.268860,0 days 00:00:01.915338,91.64203740586572,5.243432983054563,sigmoid,21,,,,7.0,1.0,28.0,19.0,20.0,,,,,,,137.0,COMPLETE
7896,0.5009959386398324,2024-04-11 18:35:34.271777,2024-04-11 18:35:36.342289,0 days 00:00:02.070512,95.5425897368185,7.865665884952301,sigmoid,28,,27.0,30.0,5.0,3.0,69.0,17.0,7.0,,,,,,,,COMPLETE
7897,0.4655948553054663,2024-04-11 18:35:36.345281,2024-04-11 18:35:38.792572,0 days 00:00:02.447291,99.9865552138619,8.01700462939905,rbf,8,,25.0,34.0,,,,,,,,,,,,,COMPLETE
7898,0.3504356243949661,2024-04-11 18:35:38.795555,2024-04-11 18:35:40.276199,0 days 00:00:01.480644,96.74131551795743,8.340753631865107,sigmoid,9,,35.0,31.0,,,,,,,,,,,,36.0,COMPLETE
7899,0.382790298063578,2024-04-11 18:35:40.278814,2024-04-11 18:35:42.612044,0 days 00:00:02.333230,93.62228297698181,8.657421510146357,sigmoid,46,29.0,24.0,32.0,,,,11.0,2.0,7.971056660987184,5.446880166575887,2.5805386798042216,9.0,21.0,94.0,,COMPLETE
7900,0.537929726197753,2024-04-11 18:35:42.615045,2024-04-11 18:35:44.539131,0 days 00:00:01.924086,98.10047110988903,7.663641778039076,sigmoid,2,,,,,,,,,5.837782033167153,7.0851457562551605,7.980051293754613,5.0,37.0,85.0,,COMPLETE
7901,0.4849517467419297,2024-04-11 18:35:44.541710,2024-04-11 18:35:46.086862,0 days 00:00:01.545152,96.48670350270181,8.15572919100419,sigmoid,16,,,,2.0,4.0,40.0,,,,,,,,,,COMPLETE
7902,0.12622036262203626,2024-04-11 18:35:46.089411,2024-04-11 18:35:47.625688,0 days 00:00:01.536277,98.17916738470888,7.883329081580091,sigmoid,8,,26.0,29.0,,,,,,,,,,,,,COMPLETE
7903,0.4405940594059406,2024-04-11 18:35:47.627690,2024-04-11 18:35:50.257721,0 days 00:00:02.630031,99.94806367829908,8.418547099729619,sigmoid,62,35.0,23.0,30.0,8.0,5.0,49.0,35.0,50.0,4.12565782373887,1.082224163570677,3.234773203418934,14.0,30.0,82.0,,COMPLETE
7904,0.32977444156979924,2024-04-11 18:35:50.261297,2024-04-11 18:35:52.237618,0 days 00:00:01.976321,94.96922990481056,8.076173353970546,sigmoid,10,,28.0,33.0,,,,,,4.928565598730782,2.726031224616441,4.372325816545136,16.0,43.0,79.0,,COMPLETE
7905,0.5952371952371952,2024-04-11 18:35:52.241134,2024-04-11 18:35:53.753787,0 days 00:00:01.512653,96.68441077729219,7.774615366192265,sigmoid,8,,25.0,32.0,,,,,,,,,,,,,COMPLETE
7906,0.37110786766750076,2024-04-11 18:35:53.757791,2024-04-11 18:35:55.540603,0 days 00:00:01.782812,96.66214909775735,7.520833021590937,sigmoid,41,20.0,24.0,31.0,,,,,,,,,,,,156.0,COMPLETE
7907,0.37198881439304604,2024-04-11 18:35:55.542608,2024-04-11 18:35:57.642609,0 days 00:00:02.100001,98.10934584605072,8.19895144648452,sigmoid,11,,27.0,30.0,,,,,,5.453742315658459,2.3394840532846746,5.08997566969058,17.0,25.0,98.0,54.0,COMPLETE
7908,0.42474666666666666,2024-04-11 18:35:57.645612,2024-04-11 18:35:59.946112,0 days 00:00:02.300500,98.1415042630711,7.887247391695553,sigmoid,26,,23.0,31.0,4.0,7.0,51.0,,,0.7681742799021425,8.288421827733305,3.7299011020058166,13.0,40.0,71.0,,COMPLETE
7909,0.5963643249384587,2024-04-11 18:35:59.949114,2024-04-11 18:36:01.355129,0 days 00:00:01.406015,99.99224327617341,8.374210451155172,sigmoid,8,,29.0,32.0,,,,,,,,,,,,,COMPLETE
7910,0.45024875621890553,2024-04-11 18:36:01.358122,2024-04-11 18:36:02.806236,0 days 00:00:01.448114,93.70486481807956,5.726427712397201,sigmoid,8,,26.0,28.0,,,,,,,,,,,,,COMPLETE
7911,0.4571436167384484,2024-04-11 18:36:02.808236,2024-04-11 18:36:04.600083,0 days 00:00:01.791847,98.24492671597248,7.193478563758572,sigmoid,56,38.0,25.0,33.0,6.0,8.0,94.0,,,,,,,,,,COMPLETE
7912,0.12622036262203626,2024-04-11 18:36:04.603100,2024-04-11 18:36:06.075003,0 days 00:00:01.471903,95.31644313168097,8.000306379656298,sigmoid,8,,24.0,29.0,,,,,,,,,,,,,COMPLETE
7913,0.5986580986580987,2024-04-11 18:36:06.078001,2024-04-11 18:36:07.512059,0 days 00:00:01.434058,4.26620114508323,8.247252945822025,sigmoid,8,,26.0,31.0,,,,,,,,,,,,,COMPLETE
7914,0.19540014081201595,2024-04-11 18:36:07.515056,2024-04-11 18:36:09.206128,0 days 00:00:01.691072,96.64170623204942,8.635306246243609,sigmoid,20,,,,3.0,2.0,31.0,45.0,5.0,,,,,,,,COMPLETE
7915,0.3919162757127391,2024-04-11 18:36:09.209658,2024-04-11 18:36:11.778589,0 days 00:00:02.568931,98.2618475235721,7.6862614043093025,sigmoid,59,44.0,22.0,30.0,1.0,6.0,10.0,,,2.853084373720202,6.436887510522004,5.646808079653068,2.0,44.0,93.0,63.0,COMPLETE
7916,0.03156976744186046,2024-04-11 18:36:11.781648,2024-04-11 18:36:14.795602,0 days 00:00:03.013954,99.98132669492377,8.038273840188497,rbf,63,7.0,26.0,32.0,7.0,3.0,15.0,33.0,22.0,3.305653932109377,1.7941412787874116,1.9959183284557547,18.0,33.0,76.0,102.0,COMPLETE
7917,0.49970602520514334,2024-04-11 18:36:14.799599,2024-04-11 18:36:16.581168,0 days 00:00:01.781569,92.15556296451042,7.429867530979594,sigmoid,52,36.0,,,5.0,4.0,64.0,9.0,13.0,,,,,,,,COMPLETE
7918,0.4589730161792674,2024-04-11 18:36:16.583155,2024-04-11 18:36:19.127955,0 days 00:00:02.544800,95.1106566582526,8.457525717669823,sigmoid,55,11.0,,,2.0,1.0,47.0,23.0,45.0,7.184016092765049,4.643811504984613,8.248305510012624,11.0,26.0,53.0,84.0,COMPLETE
7919,0.5929369437606513,2024-04-11 18:36:19.131531,2024-04-11 18:36:20.511127,0 days 00:00:01.379596,98.18542088658089,7.847121124438962,sigmoid,8,,24.0,33.0,,,,,,,,,,,,,COMPLETE
7920,0.5069140556625241,2024-04-11 18:36:20.514127,2024-04-11 18:36:21.893986,0 days 00:00:01.379859,99.98169811526338,8.22490009982224,sigmoid,8,,25.0,35.0,,,,,,,,,,,,,COMPLETE
7921,0.5013966158036889,2024-04-11 18:36:21.895986,2024-04-11 18:36:24.390825,0 days 00:00:02.494839,96.71607566456714,8.092661554815392,sigmoid,23,,,,4.0,3.0,54.0,2.0,12.0,8.805247785781285,7.717296920705506,6.485407031097409,9.0,49.0,91.0,110.0,COMPLETE
7922,0.5497367144115163,2024-04-11 18:36:24.393849,2024-04-11 18:36:26.064311,0 days 00:00:01.670462,93.86216214932315,7.638074344504217,sigmoid,12,,28.0,29.0,,,,49.0,24.0,,,,,,,,COMPLETE
7923,0.5141264988399575,2024-04-11 18:36:26.068309,2024-04-11 18:36:27.828182,0 days 00:00:01.759873,99.95047414246511,7.979736534382558,sigmoid,13,,27.0,27.0,,,,12.0,28.0,,,,,,,127.0,COMPLETE
7924,0.5974957313602731,2024-04-11 18:36:27.831780,2024-04-11 18:36:29.321950,0 days 00:00:01.490170,98.15454934073702,8.452820714949809,sigmoid,8,,23.0,31.0,,,,,,,,,,,,,COMPLETE
7925,0.31418762536645584,2024-04-11 18:36:29.324929,2024-04-11 18:36:31.035123,0 days 00:00:01.710194,95.46331732048591,8.208983925858082,sigmoid,37,16.0,,,,,,38.0,30.0,,,,,,,17.0,COMPLETE
7926,0.484046477314644,2024-04-11 18:36:31.038124,2024-04-11 18:36:33.260936,0 days 00:00:02.222812,99.9865263657577,8.831284187332656,sigmoid,60,4.0,25.0,30.0,8.0,5.0,72.0,42.0,47.0,,,,,,,,COMPLETE
7927,0.32606852702225364,2024-04-11 18:36:33.263958,2024-04-11 18:36:35.042804,0 days 00:00:01.778846,73.7806101911699,7.805596247163721,sigmoid,44,34.0,30.0,32.0,,,,4.0,8.0,,,,,,,,COMPLETE
7928,0.5297372356334117,2024-04-11 18:36:35.045807,2024-04-11 18:36:36.570793,0 days 00:00:01.524986,96.71422009935527,8.297102191459759,sigmoid,36,12.0,,,,,,20.0,11.0,,,,,,,,COMPLETE
7929,0.47021800846322775,2024-04-11 18:36:36.573730,2024-04-11 18:36:38.850685,0 days 00:00:02.276955,98.15192470843124,7.972428989256982,sigmoid,54,50.0,,,6.0,7.0,60.0,44.0,33.0,6.284329494588034,9.822620037408122,1.264511457131817,15.0,28.0,65.0,,COMPLETE
7930,0.3288149804359977,2024-04-11 18:36:38.854251,2024-04-11 18:36:40.239418,0 days 00:00:01.385167,96.57997763898113,7.54091221214496,sigmoid,1,,,,,,,,,,,,,,,75.0,COMPLETE
7931,0.4607254516780566,2024-04-11 18:36:40.241987,2024-04-11 18:36:41.870661,0 days 00:00:01.628674,98.21362029434276,8.557083268817019,sigmoid,48,47.0,,,5.0,8.0,42.0,,,,,,,,,,COMPLETE
7932,0.531157599875503,2024-04-11 18:36:41.874910,2024-04-11 18:36:43.958067,0 days 00:00:02.083157,93.86665387976008,8.140277325713244,sigmoid,7,,,,,,,3.0,3.0,3.8669384697498295,4.005037754305454,6.88343259973621,3.0,32.0,97.0,27.0,COMPLETE
7933,0.5711081543432807,2024-04-11 18:36:43.961671,2024-04-11 18:36:45.349636,0 days 00:00:01.387965,90.34442877205349,6.850671076172279,sigmoid,8,,27.0,44.0,,,,,,,,,,,,,COMPLETE
7934,0.45385908351932985,2024-04-11 18:36:45.352246,2024-04-11 18:36:46.697964,0 days 00:00:01.345718,98.2301364109402,7.797800959968407,sigmoid,32,37.0,,,,,,,,,,,,,,,COMPLETE
7935,0.47532079976126534,2024-04-11 18:36:46.700636,2024-04-11 18:36:48.934035,0 days 00:00:02.233399,95.52427330751745,8.306430598181313,rbf,8,,25.0,31.0,,,,,,,,,,,,,COMPLETE
7936,0.4574376356554574,2024-04-11 18:36:48.937022,2024-04-11 18:36:51.352379,0 days 00:00:02.415357,98.10168520347372,7.950848567516258,sigmoid,61,10.0,22.0,30.0,3.0,6.0,44.0,7.0,18.0,,,,,,,200.0,COMPLETE
7937,0.5864654693575264,2024-04-11 18:36:51.356377,2024-04-11 18:36:52.926736,0 days 00:00:01.570359,95.42013864447665,4.296278241135455,sigmoid,8,,24.0,34.0,,,,,,,,,,,,,COMPLETE
7938,0.5083543580711191,2024-04-11 18:36:52.929737,2024-04-11 18:36:55.297623,0 days 00:00:02.367886,92.55674627039889,8.136418423089285,sigmoid,27,,26.0,32.0,7.0,4.0,34.0,,,2.3706746125566136,5.07105662789688,4.692482370545417,12.0,22.0,67.0,187.0,COMPLETE
7939,0.5203207999166753,2024-04-11 18:36:55.301211,2024-04-11 18:36:56.647746,0 days 00:00:01.346535,86.0581164592125,7.765623871344586,sigmoid,4,,,,,,,46.0,17.0,,,,,,,,COMPLETE
7940,0.4512950859356088,2024-04-11 18:36:56.651336,2024-04-11 18:36:58.096604,0 days 00:00:01.445268,96.86192183303554,8.518036196048497,sigmoid,8,,27.0,28.0,,,,,,,,,,,,,COMPLETE
7941,0.5320223556199545,2024-04-11 18:36:58.099601,2024-04-11 18:36:59.823371,0 days 00:00:01.723770,96.72035486412837,7.407516659779171,sigmoid,40,28.0,18.0,31.0,,,,,,,,,,,,,COMPLETE
7942,0.37281762898057935,2024-04-11 18:36:59.826371,2024-04-11 18:37:01.775525,0 days 00:00:01.949154,98.21261559236211,8.032579096571393,sigmoid,45,49.0,23.0,47.0,,,,15.0,44.0,,,,,,,22.0,COMPLETE
7943,0.32736858308319866,2024-04-11 18:37:01.778529,2024-04-11 18:37:03.563345,0 days 00:00:01.784816,99.98917395503771,8.338090491745639,sigmoid,34,18.0,,,,,,,,9.107376167356271,5.7172190725616785,7.7638626015510965,20.0,47.0,58.0,,COMPLETE
7944,0.5940618478467085,2024-04-11 18:37:03.566339,2024-04-11 18:37:04.988160,0 days 00:00:01.421821,98.12829213695694,8.695298630679009,sigmoid,8,,32.0,33.0,,,,,,,,,,,,,COMPLETE
7945,0.43075467370111253,2024-04-11 18:37:04.991709,2024-04-11 18:37:07.591660,0 days 00:00:02.599951,94.26309701573523,7.631405088224704,sigmoid,30,,25.0,30.0,1.0,1.0,79.0,31.0,36.0,9.382297569265269,8.570316773753758,2.364960690129257,8.0,36.0,86.0,,COMPLETE
7946,0.5443439664827644,2024-04-11 18:37:07.595670,2024-04-11 18:37:09.146061,0 days 00:00:01.550391,98.31811998988222,6.381098415513763,sigmoid,5,,,,,,,48.0,16.0,,,,,,,192.0,COMPLETE
7947,0.4244483194035236,2024-04-11 18:37:09.149063,2024-04-11 18:37:10.941798,0 days 00:00:01.792735,99.95706214154787,7.869897992025325,sigmoid,17,,,,4.0,8.0,24.0,,,,,,,,,97.0,COMPLETE
7948,0.12622036262203626,2024-04-11 18:37:10.944837,2024-04-11 18:37:12.349848,0 days 00:00:01.405011,95.54800162184956,8.162440229252518,sigmoid,8,,20.0,29.0,,,,,,,,,,,,,COMPLETE
7949,0.48996434702231617,2024-04-11 18:37:12.353365,2024-04-11 18:37:13.798243,0 days 00:00:01.444878,99.9424838171597,8.987936153961403,sigmoid,33,39.0,,,,,,,,,,,,,,119.0,COMPLETE
7950,0.4621660335056361,2024-04-11 18:37:13.801744,2024-04-11 18:37:15.995536,0 days 00:00:02.193792,96.6659309481916,8.39115641611158,sigmoid,51,31.0,,,8.0,5.0,82.0,,,2.041558345387949,6.11832163713026,7.192201784855182,6.0,24.0,78.0,114.0,COMPLETE
7951,0.512522023659703,2024-04-11 18:37:15.998560,2024-04-11 18:37:17.996421,0 days 00:00:01.997861,98.25118793442395,7.969225772368652,sigmoid,53,23.0,,,6.0,2.0,8.0,25.0,41.0,,,,,,,143.0,COMPLETE
7952,0.6009432182607054,2024-04-11 18:37:18.000413,2024-04-11 18:37:19.599868,0 days 00:00:01.599455,92.53991836338581,8.168174153572938,sigmoid,8,,24.0,31.0,,,,,,,,,,,,,COMPLETE
7953,0.4468109535564614,2024-04-11 18:37:19.603427,2024-04-11 18:37:22.144038,0 days 00:00:02.540611,98.25819571659149,7.6939479068123,sigmoid,58,43.0,28.0,32.0,2.0,6.0,67.0,,,1.6415719392775263,9.455316153515152,8.768335710753849,17.0,42.0,66.0,,COMPLETE
7954,0.4807221724858251,2024-04-11 18:37:22.147039,2024-04-11 18:37:24.225389,0 days 00:00:02.078350,95.22932877821655,7.898736109467486,rbf,8,,26.0,30.0,,,,,,,,,,,,,COMPLETE
7955,0.5929369437606513,2024-04-11 18:37:24.228387,2024-04-11 18:37:25.732194,0 days 00:00:01.503807,54.974494919162,8.310883314383325,sigmoid,8,,26.0,33.0,,,,,,,,,,,,,COMPLETE
7956,0.4535264018568339,2024-04-11 18:37:25.735106,2024-04-11 18:37:27.801720,0 days 00:00:02.066614,96.65811219039706,7.2500498940575815,sigmoid,29,,24.0,31.0,3.0,7.0,93.0,28.0,4.0,,,,,,,45.0,COMPLETE
7957,0.3498948653598318,2024-04-11 18:37:27.803773,2024-04-11 18:37:30.013527,0 days 00:00:02.209754,98.22857206655446,8.052811702291397,sigmoid,50,25.0,,,5.0,3.0,18.0,,,9.8049581292337,8.803586005255701,3.95011151417756,16.0,27.0,59.0,,COMPLETE
7958,0.5259334592474213,2024-04-11 18:37:30.018502,2024-04-11 18:37:32.003916,0 days 00:00:01.985414,94.23500990805759,8.534709768775883,sigmoid,6,,,,,,,37.0,48.0,3.5857827644840947,2.0083801489820976,2.8224766285005094,10.0,45.0,99.0,,COMPLETE
7959,0.46794208893485,2024-04-11 18:37:32.005928,2024-04-11 18:37:33.710282,0 days 00:00:01.704354,99.99886186933001,7.570422299625658,sigmoid,49,21.0,,,4.0,4.0,86.0,,,,,,,,,177.0,COMPLETE
7960,0.41984968917205334,2024-04-11 18:37:33.712797,2024-04-11 18:37:35.633475,0 days 00:00:01.920678,96.70257952075652,8.203438075458944,sigmoid,25,,25.0,29.0,7.0,1.0,100.0,,,,,,,,,51.0,COMPLETE
7961,0.44879060823803263,2024-04-11 18:37:35.636467,2024-04-11 18:37:37.790817,0 days 00:00:02.154350,43.97488602008336,7.814771978569566,sigmoid,19,,,,1.0,2.0,30.0,,,1.202070404248186,7.279596252727285,8.459863450978078,4.0,38.0,74.0,59.0,COMPLETE
7962,0.3648335404978668,2024-04-11 18:37:37.794406,2024-04-11 18:37:40.236684,0 days 00:00:02.442278,98.28236016311779,8.02745158313971,sigmoid,39,48.0,,,,,,8.0,23.0,4.251267902452194,3.006235165264696,5.829646809728309,5.0,34.0,50.0,39.0,COMPLETE
7963,0.48763798488424764,2024-04-11 18:37:40.240848,2024-04-11 18:37:42.734382,0 days 00:00:02.493534,96.61552003518374,8.41402004636281,sigmoid,43,41.0,27.0,32.0,,,,,,8.182621915214261,3.8102766035451827,0.7729148016340046,7.0,48.0,84.0,80.0,COMPLETE
7964,0.6009432182607054,2024-04-11 18:37:42.737380,2024-04-11 18:37:44.305418,0 days 00:00:01.568038,99.99623144832634,7.750015551169832,sigmoid,8,,25.0,31.0,,,,,,,,,,,,,COMPLETE
7965,0.5906279643331437,2024-04-11 18:37:44.307417,2024-04-11 18:37:45.809060,0 days 00:00:01.501643,95.11222291122712,8.682511009589117,sigmoid,8,,22.0,34.0,,,,,,,,,,,,,COMPLETE
7966,0.5963643249384587,2024-04-11 18:37:45.814627,2024-04-11 18:37:47.410769,0 days 00:00:01.596142,96.56998599723332,8.2190342132546,sigmoid,8,,28.0,32.0,,,,,,,,,,,,,COMPLETE
7967,0.48090335436731985,2024-04-11 18:37:47.413285,2024-04-11 18:37:50.007921,0 days 00:00:02.594636,99.96003927419513,7.4573280554847425,sigmoid,47,33.0,29.0,29.0,,,,21.0,15.0,5.167362481708501,2.5143210789767863,1.805013466729886,14.0,21.0,54.0,71.0,COMPLETE
7968,0.438338301043219,2024-04-11 18:37:50.010911,2024-04-11 18:37:51.869839,0 days 00:00:01.858928,92.9376503244037,7.9519960265810585,sigmoid,24,,26.0,30.0,8.0,5.0,75.0,,,,,,,,,,COMPLETE
7969,0.43660253135819277,2024-04-11 18:37:51.872483,2024-04-11 18:37:54.018313,0 days 00:00:02.145830,99.9437273747838,8.11804557259936,sigmoid,22,,,,6.0,3.0,57.0,18.0,21.0,1.0156807377283403,6.80249994639137,6.690146475057321,19.0,29.0,73.0,,COMPLETE
7970,0.3373063633187095,2024-04-11 18:37:54.021322,2024-04-11 18:37:55.995683,0 days 00:00:01.974361,98.11360068821563,8.282868592014335,sigmoid,35,9.0,,,,,,,,1.8327942217101487,4.320448288463281,6.018091163220371,11.0,28.0,88.0,135.0,COMPLETE
7971,0.3212979728050556,2024-04-11 18:37:55.998669,2024-04-11 18:37:58.108630,0 days 00:00:02.109961,98.21255161066036,7.812974090283208,sigmoid,38,30.0,,,,,,10.0,8.0,8.658143855597748,7.47283327460544,4.929942160139484,15.0,23.0,55.0,,COMPLETE
7972,0.020827340199067946,2024-04-11 18:37:58.111616,2024-04-11 18:38:01.145125,0 days 00:00:03.033509,99.9813272023742,8.3861594945851,rbf,31,,23.0,27.0,7.0,8.0,13.0,16.0,26.0,2.733765384117106,4.828125251639444,4.522963109768691,18.0,41.0,57.0,93.0,COMPLETE
7973,0.39612595544522117,2024-04-11 18:38:01.148129,2024-04-11 18:38:03.124206,0 days 00:00:01.976077,95.2497641339403,8.007063534551152,sigmoid,21,,,,2.0,7.0,21.0,6.0,6.0,,,,,,,174.0,COMPLETE
7974,0.5929369437606513,2024-04-11 18:38:03.127208,2024-04-11 18:38:04.639660,0 days 00:00:01.512452,99.95677710347611,7.084402043376828,sigmoid,8,,24.0,33.0,,,,,,,,,,,,,COMPLETE
7975,0.5042541977260748,2024-04-11 18:38:04.643165,2024-04-11 18:38:06.550177,0 days 00:00:01.907012,96.54367833448093,7.624636952981328,sigmoid,18,,,,3.0,4.0,4.0,,,6.457021355820947,5.302108967844011,9.394774493534213,2.0,37.0,83.0,,COMPLETE
7976,0.45345352376492626,2024-04-11 18:38:06.553738,2024-04-11 18:38:07.956363,0 days 00:00:01.402625,99.98701083252936,8.5235344079746,sigmoid,8,,25.0,30.0,,,,,,,,,,,,,COMPLETE
7977,0.6009432182607054,2024-04-11 18:38:07.958987,2024-04-11 18:38:09.377390,0 days 00:00:01.418403,94.09735074292938,8.097578793906289,sigmoid,8,,27.0,31.0,,,,,,,,,,,,,COMPLETE
7978,0.5033035459644454,2024-04-11 18:38:09.379385,2024-04-11 18:38:11.721988,0 days 00:00:02.342603,99.95787666228655,7.8725327546529735,sigmoid,15,,26.0,32.0,,,,27.0,36.0,6.060780898467251,8.032804665536624,9.079044968867567,8.0,20.0,96.0,148.0,COMPLETE
7979,0.5636462904171639,2024-04-11 18:38:11.724583,2024-04-11 18:38:12.986654,0 days 00:00:01.262071,91.3102574729256,8.266971992492307,sigmoid,0,,,,,,,,,,,,,,,,COMPLETE
7980,0.5101224156106797,2024-04-11 18:38:12.989656,2024-04-11 18:38:14.887704,0 days 00:00:01.898048,96.51940127874389,8.773508730775097,sigmoid,3,,,,,,,,,7.447723129731671,1.377318215811726,4.1262007623413535,4.0,35.0,92.0,87.0,COMPLETE
7981,0.45347172512526845,2024-04-11 18:38:14.890719,2024-04-11 18:38:16.412343,0 days 00:00:01.521624,97.01890401157034,7.695651732909243,sigmoid,8,,24.0,28.0,,,,,,,,,,,,,COMPLETE
7982,0.5009304766903661,2024-04-11 18:38:16.415904,2024-04-11 18:38:18.512461,0 days 00:00:02.096557,98.29401201194564,8.022318499160486,sigmoid,57,3.0,21.0,31.0,4.0,1.0,38.0,,,,,,,,,166.0,COMPLETE
7983,0.45345352376492626,2024-04-11 18:38:18.517006,2024-04-11 18:38:20.086646,0 days 00:00:01.569640,98.17364286180985,8.461380032808094,sigmoid,8,,26.0,30.0,,,,,,,,,,,,,COMPLETE
7984,0.4124594794107263,2024-04-11 18:38:20.089626,2024-04-11 18:38:22.154235,0 days 00:00:02.064609,95.6889625434715,5.925225383963176,sigmoid,28,,25.0,32.0,5.0,6.0,70.0,40.0,39.0,,,,,,,,COMPLETE
7985,0.18258771929824563,2024-04-11 18:38:22.157271,2024-04-11 18:38:23.713604,0 days 00:00:01.556333,37.50745876191925,8.195626426078649,sigmoid,16,,,,5.0,5.0,52.0,,,,,,,,,,COMPLETE
7986,0.332297698065245,2024-04-11 18:38:23.716574,2024-04-11 18:38:25.991956,0 days 00:00:02.275382,23.78721811426061,7.4532650348985445,sigmoid,42,19.0,23.0,30.0,,,,,,5.618828308287448,1.6143439265203297,5.467620201415685,3.0,33.0,69.0,,COMPLETE
7987,0.5335735342286275,2024-04-11 18:38:25.995533,2024-04-11 18:38:27.597807,0 days 00:00:01.602274,98.0614369995082,7.870312425789387,sigmoid,9,,27.0,33.0,,,,,,,,,,,,158.0,COMPLETE
7988,0.326006248851314,2024-04-11 18:38:27.600807,2024-04-11 18:38:29.821123,0 days 00:00:02.220316,93.29828543925123,8.09932937241709,sigmoid,14,,29.0,29.0,,,,29.0,20.0,4.467829233581129,0.500412696987997,0.5370296953173295,6.0,44.0,63.0,,COMPLETE
7989,0.5962842367362575,2024-04-11 18:38:29.824685,2024-04-11 18:38:31.354285,0 days 00:00:01.529600,96.73392007072185,9.39797298541697,sigmoid,8,,24.0,31.0,,,,,,,,,,,,,COMPLETE
7990,0.47819753086419753,2024-04-11 18:38:31.358324,2024-04-11 18:38:33.994637,0 days 00:00:02.636313,95.2543421412202,8.288168431461454,sigmoid,62,7.0,27.0,31.0,1.0,2.0,11.0,22.0,10.0,7.814665831147847,0.7107559592023556,1.0647258437643146,9.0,26.0,100.0,,COMPLETE
7991,0.24522422435984287,2024-04-11 18:38:33.998643,2024-04-11 18:38:36.122084,0 days 00:00:02.123441,80.81684772641157,7.691165261616622,sigmoid,10,,28.0,34.0,,,,,,1.4723341734247075,2.269857394111342,8.0683450844491,12.0,39.0,85.0,,COMPLETE
7992,0.44831393613846615,2024-04-11 18:38:36.124632,2024-04-11 18:38:38.234309,0 days 00:00:02.109677,96.72150483994578,7.927114510777466,rbf,8,,25.0,32.0,,,,,,,,,,,,,COMPLETE
7993,0.48130225427017703,2024-04-11 18:38:38.237240,2024-04-11 18:38:40.757238,0 days 00:00:02.519998,21.0329459072257,8.54734139331839,sigmoid,46,15.0,24.0,30.0,,,,35.0,38.0,5.318619644652632,9.127778615197663,7.451289964252105,10.0,50.0,61.0,,COMPLETE
7994,0.19384826286252838,2024-04-11 18:38:40.760240,2024-04-11 18:38:42.508143,0 days 00:00:01.747903,94.08262040744599,8.372881673271376,sigmoid,2,,,,,,,,,3.076382057621599,1.1908664312433164,9.776519120210398,13.0,40.0,82.0,,COMPLETE
7995,0.33016645131868966,2024-04-11 18:38:42.511141,2024-04-11 18:38:44.328594,0 days 00:00:01.817453,88.77502013012538,6.706057911926713,sigmoid,41,38.0,22.0,32.0,,,,,,,,,,,,182.0,COMPLETE
7996,0.12622036262203626,2024-04-11 18:38:44.331605,2024-04-11 18:38:45.772713,0 days 00:00:01.441108,35.27366871017529,8.054972305688198,sigmoid,8,,26.0,29.0,,,,,,,,,,,,,COMPLETE
7997,0.43287016014288743,2024-04-11 18:38:45.776257,2024-04-11 18:38:48.620722,0 days 00:00:02.844465,98.2650392580203,7.577479715867711,sigmoid,63,17.0,26.0,31.0,6.0,3.0,27.0,47.0,35.0,3.9478621241934935,7.851810273789818,1.5148408680589278,18.0,31.0,89.0,195.0,COMPLETE
7998,0.378463146889702,2024-04-11 18:38:48.622722,2024-04-11 18:38:50.593284,0 days 00:00:01.970562,98.20342795729904,7.833206641179572,sigmoid,11,,23.0,33.0,,,,,,7.100416736019348,7.030023096182966,7.11276286039362,14.0,22.0,90.0,154.0,COMPLETE
7999,0.5105228899978304,2024-04-11 18:38:50.596883,2024-04-11 18:38:52.482726,0 days 00:00:01.885843,98.27560385318154,8.172235685168298,sigmoid,56,26.0,25.0,28.0,8.0,8.0,46.0,,,,,,,,,,COMPLETE
8000,0.4522714585714666,2024-04-11 18:38:52.487291,2024-04-11 18:38:54.748553,0 days 00:00:02.261262,99.94163335627307,7.893606172074147,sigmoid,26,,27.0,30.0,2.0,6.0,65.0,,,6.6060636601204825,9.329999595898439,3.1086768486748304,7.0,47.0,75.0,,COMPLETE
8001,0.5355708669738343,2024-04-11 18:38:54.752553,2024-04-11 18:38:56.471232,0 days 00:00:01.718679,95.05816470070849,8.682082627562151,sigmoid,37,12.0,,,,,,24.0,45.0,,,,,,,162.0,COMPLETE
